loan_amnt,term,int_rate,grade,emp_title,emp_length,annual_inc,issue_d,loan_status,purpose,total_pymnt,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,flag
2500,36 months,7.56%,A,PAYROLL SPECIALIST,10+ years,8e4,Feb-2019,Current,other,309.26,Jun-2019,77.84,Jul-2019,Jun-2019,1
9600,36 months,8.19%,A,Cruise Manager,9 years,4e4,Jan-2019,Current,debt_consolidation,1219.83,May-2019,301.68,Jul-2019,Jun-2019,1
20000,36 months,7.56%,A,NA,< 1 year,85e3,Jan-2019,Current,other,3105,Jun-2019,622.68,Jul-2019,Jun-2019,1
12500,36 months,11.71%,B,Retail manager,5 years,45e3,Mar-2019,Current,credit_card,1232.22,Jun-2019,413.45,Jul-2019,Jun-2019,1
12000,60 months,12.40%,B,Agricultural Officer,10+ years,9e4,Mar-2019,Current,debt_consolidation,791.58,Jun-2019,269.37,Jul-2019,Jun-2019,1
24000,36 months,8.81%,A,Supervisor,10+ years,85e3,Jan-2019,Current,credit_card,3781.91,Jun-2019,761.08,Jul-2019,Jun-2019,1
3000,36 months,17.97%,D,Network Operations Center Technician,10+ years,9e4,Feb-2019,Current,other,430.68,Jun-2019,108.42,Jul-2019,Jun-2019,1
40000,60 months,8.19%,A,Sr. Financial Advisor,1 year,34e4,Mar-2019,Current,debt_consolidation,2425.9,Jun-2019,814.7,Jul-2019,Jun-2019,1
3000,36 months,10.33%,B,NA,n/a,28e3,Feb-2019,Current,debt_consolidation,387.36,Jun-2019,97.27,Jul-2019,Jun-2019,1
10500,36 months,7.02%,A,Director,8 years,83e3,Mar-2019,Current,credit_card,968.83,Jun-2019,324.31,Jul-2019,Jun-2019,1
34125,60 months,12.40%,B,Front Desk,6 years,35e3,Mar-2019,Current,debt_consolidation,2274.52,Jun-2019,766.01,Jul-2019,Jun-2019,1
7000,36 months,8.81%,A,CONTROLLER,10+ years,55900,Mar-2019,Current,other,662.51,Jun-2019,221.98,Jul-2019,Jun-2019,1
35000,36 months,12.98%,B,Operations Manager,< 1 year,85e3,Jan-2019,Current,debt_consolidation,5869.56,Jun-2019,1178.96,Jul-2019,Jun-2019,1
4800,36 months,13.08%,B,manager,10+ years,25e3,Mar-2019,Current,debt_consolidation,316.86,Jun-2019,161.92,Jul-2019,Jun-2019,1
20000,36 months,7.56%,A,Teacher,10+ years,73452,Feb-2019,Current,credit_card,2536.92,Jun-2019,622.68,Jul-2019,Jun-2019,1
12000,60 months,14.47%,C,NA,n/a,42e3,Feb-2019,Current,debt_consolidation,1118.99,Jun-2019,282.16,Jul-2019,Jun-2019,1
30000,60 months,14.47%,C,owner,10+ years,125e3,Jan-2019,Current,debt_consolidation,3466.61,Jun-2019,705.38,Jul-2019,Jun-2019,1
35000,36 months,7.56%,A,Sr. Customer Service Rep,6 years,95e3,Jan-2019,Current,debt_consolidation,5419.05,Jun-2019,1089.69,Jul-2019,Jun-2019,1
35000,60 months,18.94%,D,Facilities Specialist,7 years,35e3,Feb-2019,Current,home_improvement,2904.45,Jun-2019,906.77,Jul-2019,Jun-2019,1
18000,36 months,22.50%,D,Assistant teacher,3 years,41e3,Mar-2019,Current,debt_consolidation,2031.3,Jun-2019,692.1,Jul-2019,Jun-2019,1
19200,60 months,17.97%,D,Executive Legal Assistant,10+ years,125e3,Mar-2019,Current,debt_consolidation,1442.58,Jun-2019,487.25,Jul-2019,Jun-2019,1
8000,36 months,8.81%,A,Pharmacy tech,2 years,42e3,Feb-2019,Current,debt_consolidation,1012.85,Jun-2019,253.7,Jul-2019,Jun-2019,1
15000,36 months,8.19%,A,Medical Coder,10+ years,59e3,Feb-2019,Current,debt_consolidation,1878.66,Jun-2019,471.37,Jul-2019,Jun-2019,1
27000,36 months,10.72%,B,Manager,10+ years,135e3,Jan-2019,Fully Paid,credit_card,27914.255997897,Apr-2019,26169.6,NA,Jun-2019,1
7000,36 months,15.57%,C,NA,n/a,26208,Mar-2019,Current,debt_consolidation,727.8,Jun-2019,244.62,Jul-2019,Jun-2019,1
6000,36 months,7.02%,A,Unit coordinator,10+ years,9e4,Jan-2019,Current,renewable_energy,924.26,Jun-2019,185.32,Jul-2019,Jun-2019,1
35000,36 months,7.56%,A,State Expenditures Examiner 1,10+ years,58224,Jan-2019,Current,debt_consolidation,5433.75,Jun-2019,1089.69,Jul-2019,Jun-2019,1
10000,36 months,11.31%,B,Software Consultant,< 1 year,65e3,Jan-2019,Current,debt_consolidation,1638.02,Jun-2019,328.86,Jul-2019,Jun-2019,1
20000,36 months,6.46%,A,Teacher,4 years,4e4,Jan-2019,Current,credit_card,3055.92,Jun-2019,612.62,Jul-2019,Jun-2019,1
16000,60 months,22.50%,D,Organizer,10+ years,132e3,Mar-2019,Current,debt_consolidation,1299.41,Jun-2019,446.47,Jul-2019,Jun-2019,1
30000,60 months,15.02%,C,Real Estate Agent,7 years,9e4,Jan-2019,Current,debt_consolidation,3507.52,Jun-2019,714.02,Jul-2019,Jun-2019,1
10000,60 months,12.98%,B,NA,< 1 year,68e3,Feb-2019,Current,debt_consolidation,902.51,Jun-2019,227.43,Jul-2019,Jun-2019,1
7800,36 months,7.02%,A,Respiratory Therapist,3 years,73786,Feb-2019,Current,debt_consolidation,966.73,Jun-2019,240.92,Jul-2019,Jun-2019,1
14625,60 months,17.19%,C,Renewal Account Manager,1 year,5e4,Feb-2019,Current,credit_card,1445.91,Jun-2019,364.97,Jul-2019,Jun-2019,1
18000,36 months,11.31%,B,NA,< 1 year,67e3,Feb-2019,Current,debt_consolidation,7356.49,Jun-2019,5591.95,Jul-2019,Jun-2019,1
22000,36 months,18.94%,D,Supervsior,10+ years,85e3,Jan-2019,Current,debt_consolidation,4005.7,Jun-2019,805.77,Jul-2019,Jun-2019,1
5000,36 months,13.56%,C,Deputy Treasure,3 years,4e4,Feb-2019,Current,debt_consolidation,675.55,Jun-2019,169.83,Jul-2019,Jun-2019,1
15000,36 months,7.56%,A,Field Engineer II,10+ years,14e4,Mar-2019,Current,debt_consolidation,1388.43,Jun-2019,467.01,Jul-2019,Jun-2019,1
5000,36 months,13.56%,C,CNC machinist,2 years,85e3,Feb-2019,Current,credit_card,669.9,Jun-2019,169.83,Jul-2019,Jun-2019,1
10000,36 months,11.80%,B,Senior Merchandising Director,7 years,25e4,Feb-2019,Current,other,1318.2,Jun-2019,331.19,Jul-2019,Jun-2019,1
4800,36 months,7.56%,A,Inventory Clerk,8 years,45e3,Jan-2019,Current,debt_consolidation,747.98,Jun-2019,150,Jul-2019,Jun-2019,1
30000,36 months,18.94%,D,President,4 years,275e3,Jan-2019,Current,home_improvement,5430.77,Jun-2019,1098.78,Jul-2019,Jun-2019,1
6000,36 months,12.98%,B,Sales,10+ years,7e4,Jan-2019,Current,debt_consolidation,1006.22,Jun-2019,202.11,Jul-2019,Jun-2019,1
40000,60 months,13.90%,C,Senior Research Associate,10+ years,82e3,Mar-2019,Current,other,2724.2,Jun-2019,928.66,Jul-2019,Jun-2019,1
9600,36 months,7.02%,A,Bindery Operator,3 years,96e3,Feb-2019,Current,debt_consolidation,1175,Jun-2019,296.51,Jul-2019,Jun-2019,1
15000,36 months,10.33%,B,Case manager,10+ years,45e3,Jan-2019,Current,debt_consolidation,2414.48,Jun-2019,486.34,Jul-2019,Jun-2019,1
10000,36 months,18.94%,D,Cage cashier,10+ years,25e3,Jan-2019,Current,credit_card,1810.26,Jun-2019,366.26,Jul-2019,Jun-2019,1
3700,36 months,8.19%,A,nurse,10+ years,42e3,Jan-2019,Current,credit_card,461.71,May-2019,116.27,Jul-2019,Jun-2019,1
10000,36 months,7.56%,A,Reimbursement Counselor,6 years,45e3,Mar-2019,Current,medical,618.48,May-2019,311.34,Jul-2019,Jun-2019,1
40000,60 months,13.08%,B,C-17 pilot,10+ years,175e3,Feb-2019,Current,debt_consolidation,3618.01,Jun-2019,911.77,Jul-2019,Jun-2019,1
16000,36 months,10.33%,B,Quality Control,< 1 year,8e4,Jan-2019,Charged Off,debt_consolidation,1547.1,Apr-2019,518.76,NA,Jun-2019,1
3000,36 months,19.92%,D,Controller,6 years,95e3,Jan-2019,Current,other,450.46,May-2019,111.37,Jul-2019,Jun-2019,1
3000,36 months,10.33%,B,Program Coordinator,8 years,53588,Mar-2019,Current,credit_card,290.09,Jun-2019,97.27,Jul-2019,Jun-2019,1
3500,36 months,17.97%,D,Blender,10+ years,98e3,Jan-2019,Current,debt_consolidation,625.46,Jun-2019,126.49,Jul-2019,Jun-2019,1
25000,36 months,14.74%,C,Intervention Specialist,10+ years,72e3,Mar-2019,Late (16-30 days),credit_card,1706.45,May-2019,863.46,Jul-2019,Jun-2019,0
15000,60 months,13.90%,C,Chief Officer,1 year,85e3,Mar-2019,Current,debt_consolidation,1033.17,Jun-2019,348.25,Jul-2019,Jun-2019,1
6000,36 months,12.40%,B,NA,n/a,6e4,Mar-2019,Current,major_purchase,597.19,Jun-2019,200.44,Jul-2019,Jun-2019,1
10000,60 months,17.97%,D,Energy Advisor 3,10+ years,55e3,Feb-2019,Current,major_purchase,1035.09,Jun-2019,253.78,Jul-2019,Jun-2019,1
7500,36 months,8.19%,A,Graduate Program Coordinator,10+ years,7e4,Feb-2019,Current,debt_consolidation,934.23,Jun-2019,235.69,Jul-2019,Jun-2019,1
20000,60 months,11.71%,B,NA,< 1 year,1e5,Mar-2019,Current,debt_consolidation,1299.89,Jun-2019,441.97,Jul-2019,Jun-2019,1
20000,36 months,13.90%,C,Physical Therapist,3 years,11e4,Mar-2019,Current,other,2032.33,Jun-2019,682.59,Jul-2019,Jun-2019,1
28000,60 months,14.74%,C,Police Officer,10+ years,69e3,Mar-2019,Current,debt_consolidation,1941.07,Jun-2019,662.31,Jul-2019,Jun-2019,1
19200,60 months,27.27%,E,Creative Manager - Multimedia,3 years,65e3,Jan-2019,Current,debt_consolidation,2917.86,Jun-2019,589.39,Jul-2019,Jun-2019,1
19200,36 months,20.89%,D,Automotive Technician,< 1 year,44500,Jan-2019,Current,debt_consolidation,7711.68,Jun-2019,722.28,Jul-2019,Jun-2019,1
6000,36 months,8.19%,A,Professional Services Consultant,< 1 year,14e4,Jan-2019,Current,credit_card,1248.08,Jun-2019,188.55,Jul-2019,Jun-2019,1
5000,36 months,11.80%,B,Credit Analyst,10+ years,71e3,Jan-2019,Current,debt_consolidation,824.72,Jun-2019,165.6,Jul-2019,Jun-2019,1
3000,36 months,7.56%,A,Teacher,3 years,42e3,Mar-2019,Current,debt_consolidation,337.71,Jun-2019,93.41,Jul-2019,Jun-2019,1
3000,36 months,11.71%,B,Auto Detailer/Laborer,1 year,16800,Mar-2019,Fully Paid,credit_card,3001.2702500023,Mar-2019,3003.22,NA,Mar-2019,1
15000,60 months,12.98%,B,NA,< 1 year,21e4,Jan-2019,Current,debt_consolidation,1684.12,Jun-2019,341.15,Jul-2019,Jun-2019,1
10400,36 months,15.02%,C,Controller,10+ years,237e3,Feb-2019,Current,credit_card,1425.16,Jun-2019,360.63,Jul-2019,Jun-2019,1
5000,36 months,19.92%,D,mailhandler,10+ years,55e3,Jan-2019,Current,debt_consolidation,917.03,Jun-2019,185.62,Jul-2019,Jun-2019,1
10000,36 months,20.89%,D,Carpenter apprentice,1 year,3e4,Jan-2019,Current,debt_consolidation,1869.34,Jun-2019,376.19,Jul-2019,Jun-2019,1
30000,60 months,12.40%,B,Manager,6 years,91e3,Feb-2019,Current,debt_consolidation,2673.01,Jun-2019,673.42,Jul-2019,Jun-2019,1
25000,60 months,12.98%,B,Technician,7 years,86896,Feb-2019,Current,debt_consolidation,2318.52,Jun-2019,600,Jul-2019,Jun-2019,1
40000,60 months,10.33%,B,NA,n/a,1e4,Mar-2019,Current,major_purchase,2615.11,Jun-2019,856.4,Jul-2019,Jun-2019,1
10000,36 months,8.19%,A,NA,n/a,18e4,Mar-2019,Current,credit_card,933.65,Jun-2019,314.25,Jul-2019,Jun-2019,1
15000,36 months,16.40%,C,NA,n/a,45e3,Mar-2019,Current,credit_card,1603.84,Jun-2019,530.33,Jul-2019,Jun-2019,1
24000,36 months,15.57%,C,Lumber grader,10+ years,58e3,Feb-2019,Current,debt_consolidation,3313.24,Jun-2019,838.69,Jul-2019,Jun-2019,1
9000,36 months,6.46%,A,Supervisor,10+ years,43e3,Feb-2019,Current,debt_consolidation,1099.49,Jun-2019,275.68,Jul-2019,Jun-2019,1
24000,60 months,18.94%,D,Professor,10+ years,97e3,Jan-2019,Current,debt_consolidation,3058.44,Jun-2019,621.79,Jul-2019,Jun-2019,1
35000,60 months,22.50%,D,Logistics,10+ years,78e3,Feb-2019,Current,debt_consolidation,3819.06,Jun-2019,976.64,Jul-2019,Jun-2019,1
8000,36 months,7.56%,A,Store Manager,8 years,42e3,Jan-2019,Current,credit_card,1242.04,Jun-2019,249.08,Jul-2019,Jun-2019,1
6000,36 months,7.02%,A,Digital Marketer,1 year,42e3,Feb-2019,Current,credit_card,738.94,Jun-2019,185.32,Jul-2019,Jun-2019,1
6000,36 months,8.19%,A,Prototype Technician,10+ years,5e4,Mar-2019,Current,credit_card,560.19,Jun-2019,188.55,Jul-2019,Jun-2019,1
7000,36 months,10.72%,B,Mechanical Support Manager,10+ years,50500,Feb-2019,Current,credit_card,929.68,Jun-2019,228.25,Jul-2019,Feb-2019,1
16000,60 months,11.02%,B,Purchasing Agent,1 year,62e3,Mar-2019,Current,moving,1034.32,Jun-2019,348.04,Jul-2019,Jun-2019,1
7800,36 months,8.19%,A,Receptionist,1 year,56e3,Mar-2019,Current,debt_consolidation,835.33,Jun-2019,245.11,Jul-2019,Jun-2019,1
14000,60 months,16.91%,C,Quality liaison,3 years,37e3,Feb-2019,Current,debt_consolidation,1375.89,Jun-2019,347.26,Jul-2019,Jun-2019,1
40000,60 months,10.33%,B,Route salesman representative,5 years,73e3,Feb-2019,Current,debt_consolidation,3528.91,Jun-2019,856.4,Jul-2019,Jun-2019,1
10000,36 months,16.91%,C,Caregiver,4 years,29e3,Jan-2019,Current,debt_consolidation,1771.01,Jun-2019,356.08,Jul-2019,Jun-2019,1
15000,36 months,6.46%,A,Clinical Nurse Manager,6 years,98e3,Jan-2019,Current,debt_consolidation,2291.97,Jun-2019,459.47,Jul-2019,Jun-2019,1
5000,36 months,14.47%,C,Maintenance,10+ years,65e3,Feb-2019,Current,other,684.14,Jun-2019,172.04,Jul-2019,Jun-2019,1
8000,36 months,13.56%,C,Corporate Communication Coordinator,7 years,45e3,Jan-2019,Current,debt_consolidation,1352.57,Jun-2019,271.72,Jul-2019,Jun-2019,1
13000,60 months,18.94%,D,Receiving,10+ years,52e3,Feb-2019,Current,debt_consolidation,1333.52,Jun-2019,336.8,Jul-2019,Jun-2019,1
7000,36 months,10.33%,B,Programmer,4 years,75e3,Feb-2019,Current,credit_card,1357.89,Jun-2019,226.96,Jul-2019,Feb-2019,1
40000,36 months,12.98%,B,Software Engineer,3 years,18e4,Jan-2019,Current,small_business,14708.06,Jun-2019,1347.38,Jul-2019,Jun-2019,1
10000,36 months,13.08%,B,Manager,10+ years,8e4,Mar-2019,Current,debt_consolidation,1004.72,Jun-2019,337.33,Jul-2019,Jun-2019,1
11000,36 months,10.72%,B,Medical Office Billing Clerk,10+ years,33e3,Jan-2019,Current,debt_consolidation,1786.81,Jun-2019,358.67,Jul-2019,Jun-2019,1
25000,36 months,8.19%,A,Branch Manager,10+ years,35e4,Jan-2019,Current,credit_card,3205.01,Jun-2019,785.61,Jul-2019,Jun-2019,1
17600,36 months,6.46%,A,Education Consultant,4 years,85e3,Feb-2019,Current,debt_consolidation,2165.92,Jun-2019,539.11,Jul-2019,Jun-2019,1
10000,36 months,16.14%,C,A&P mechanic,< 1 year,7e4,Jan-2019,Current,major_purchase,1752.38,Jun-2019,352.27,Jul-2019,Jun-2019,1
21000,60 months,12.98%,B,Air Traffic Control,10+ years,23e4,Jan-2019,Current,credit_card,2372.86,Jun-2019,477.6,Jul-2019,Jun-2019,1
12000,36 months,7.56%,A,Production supervisor,9 years,61e3,Feb-2019,Current,debt_consolidation,1580.96,Jun-2019,400,Jul-2019,Jun-2019,1
20000,60 months,10.33%,B,staff appraiser,6 years,1e5,Jan-2019,Current,home_improvement,2129.52,Jun-2019,428.2,Jul-2019,Jun-2019,1
24000,36 months,7.56%,A,Service Technician,10+ years,15e4,Jan-2019,Fully Paid,debt_consolidation,24312.5094893275,Mar-2019,23575.37,NA,Jun-2019,1
25600,60 months,8.19%,A,Driver,1 year,8e4,Feb-2019,Current,other,2073.99,Jun-2019,521.41,Jul-2019,Jun-2019,1
14000,36 months,11.31%,B,Certified nursing assistance,7 years,45e3,Jan-2019,Current,credit_card,2280.06,Jun-2019,460.41,Jul-2019,Jun-2019,1
10000,36 months,12.98%,B,Mechanic,5 years,4e4,Feb-2019,Current,debt_consolidation,1332.98,Jun-2019,336.85,Jul-2019,Jun-2019,1
4000,36 months,8.19%,A,Customer Service Representative,3 years,4e4,Feb-2019,Current,debt_consolidation,3450.98,Jun-2019,125.7,Jul-2019,Jun-2019,1
10000,36 months,6.46%,A,Dental Hygienist,10+ years,6e4,Feb-2019,Current,credit_card,1218.06,Jun-2019,306.31,Jul-2019,Jun-2019,1
19775,36 months,13.56%,C,NA,< 1 year,15e4,Jan-2019,Current,credit_card,3343.35,Jun-2019,671.65,Jul-2019,Jun-2019,1
3000,36 months,17.97%,D,General manager,1 year,45e3,Mar-2019,Fully Paid,debt_consolidation,3047.78822165,Apr-2019,3050.79,NA,Jun-2019,1
30000,60 months,16.40%,C,Bookkeeper,10+ years,75e3,Mar-2019,Current,debt_consolidation,2180.49,Jun-2019,735.94,Jul-2019,Jun-2019,1
12800,36 months,14.74%,C,Manager,5 years,68e3,Mar-2019,Current,home_improvement,1315.79,Jun-2019,442.09,Jul-2019,Jun-2019,1
10000,60 months,17.97%,D,HR Coordinator,5 years,6e4,Mar-2019,Current,credit_card,751.36,Jun-2019,253.78,Jul-2019,Jun-2019,1
30000,36 months,14.74%,C,Sr. Manager,4 years,2e5,Mar-2019,Current,debt_consolidation,2047.73,May-2019,1036.15,Jul-2019,Jun-2019,1
16000,60 months,10.33%,B,RN,5 years,12e4,Feb-2019,Current,debt_consolidation,1361.06,Jun-2019,342.56,Jul-2019,Jun-2019,1
12000,36 months,17.97%,D,NA,n/a,3e4,Feb-2019,Current,debt_consolidation,1710.64,Jun-2019,433.65,Jul-2019,Jun-2019,1
16000,36 months,8.81%,A,Asst Director of Asset Management,10+ years,24e4,Jan-2019,Current,credit_card,2529.12,Jun-2019,507.39,Jul-2019,Jun-2019,1
5000,36 months,7.02%,A,Manager - Accounting & Finance,3 years,95e3,Mar-2019,Current,credit_card,461.37,Jun-2019,154.44,Jul-2019,Jun-2019,1
16000,36 months,7.56%,A,Resident Manager,10+ years,42e3,Feb-2019,Current,debt_consolidation,1985.88,Jun-2019,498.15,Jul-2019,Jun-2019,1
27000,36 months,7.02%,A,NA,< 1 year,9e4,Mar-2019,Current,debt_consolidation,1646.8,May-2019,833.93,Jul-2019,Jun-2019,1
25000,36 months,22.50%,D,Health Services Manager,6 years,69e3,Feb-2019,Current,debt_consolidation,3813.75,Jun-2019,961.25,Jul-2019,Jun-2019,1
7000,36 months,11.80%,B,NA,n/a,49e3,Jan-2019,Current,debt_consolidation,1170.68,Jun-2019,231.84,Jul-2019,Jun-2019,1
15000,36 months,11.31%,B,Truck Driver,1 year,6e4,Jan-2019,Current,credit_card,2447.6,Jun-2019,493.29,Jul-2019,Jun-2019,1
28500,60 months,16.14%,C,sales agent,10+ years,44e3,Feb-2019,Current,debt_consolidation,2908.54,Jun-2019,695.19,Jul-2019,Jun-2019,1
8000,36 months,16.14%,C,Mechanic,8 years,7e4,Jan-2019,Current,debt_consolidation,1401.88,Jun-2019,281.81,Jul-2019,Jun-2019,1
12000,36 months,6.46%,A,Army Reserve Administrator,< 1 year,6e4,Jan-2019,Current,debt_consolidation,1833.54,Jun-2019,367.57,Jul-2019,Jun-2019,1
7000,36 months,11.31%,B,Laboratory Technologist,1 year,74e3,Feb-2019,Current,debt_consolidation,916.44,Jun-2019,230.21,Jul-2019,Jun-2019,1
25000,36 months,10.33%,B,NA,< 1 year,12e4,Feb-2019,Current,credit_card,7213.55,Jun-2019,810.56,Jul-2019,Jun-2019,1
5000,36 months,17.97%,D,Dsp,2 years,27e3,Jan-2019,Late (16-30 days),moving,717.77,May-2019,180.69,Jul-2019,Jun-2019,0
35000,36 months,14.47%,C,NA,< 1 year,8e4,Jan-2019,Current,home_improvement,5993.01,Jun-2019,1204.23,Jul-2019,Jun-2019,1
15000,36 months,25.00%,D,NA,< 1 year,9e4,Mar-2019,Current,debt_consolidation,1768.37,Jun-2019,596.4,Jul-2019,Jun-2019,1
23000,60 months,8.19%,A,Security Specialist,1 year,82180,Jan-2019,Current,credit_card,2321.37,Jun-2019,468.46,Jul-2019,Jun-2019,1
25000,36 months,7.02%,A,Manager,10+ years,15e4,Jan-2019,Current,other,3841.3,Jun-2019,772.16,Jul-2019,Jun-2019,1
25000,60 months,20.00%,D,NA,< 1 year,3e4,Mar-2019,Current,moving,1959.27,Jun-2019,662.35,Jul-2019,Jun-2019,1
20000,36 months,11.31%,B,NA,n/a,5e4,Feb-2019,Current,debt_consolidation,2618.31,Jun-2019,657.72,Jul-2019,Jun-2019,1
36225,60 months,14.74%,C,Technical Support Mgr.,8 years,93007,Feb-2019,Current,debt_consolidation,3397.78,Jun-2019,856.86,Jul-2019,Jun-2019,1
22000,60 months,8.19%,A,Sr. Administrative Assistant,5 years,57e3,Mar-2019,Current,debt_consolidation,1334.26,Jun-2019,448.09,Jul-2019,Jun-2019,1
40000,36 months,7.02%,A,Sr. Application Developer,1 year,13e4,Jan-2019,Current,debt_consolidation,12231.85,Jun-2019,1235.45,Jul-2019,Jun-2019,1
24000,60 months,12.40%,B,Web Application Engineer,6 years,85e3,Feb-2019,Current,debt_consolidation,2138.43,Jun-2019,538.74,Jul-2019,Jun-2019,1
32775,60 months,15.02%,C,client relationship management,10+ years,17e4,Jan-2019,Fully Paid,debt_consolidation,33198.4442258095,Feb-2019,33225.79,NA,May-2019,1
24000,60 months,12.40%,B,Electrical Engineer,5 years,80713,Mar-2019,Current,credit_card,1044.41,May-2019,538.74,Jul-2019,Jun-2019,1
4000,36 months,8.81%,A,Trainer,2 years,4e4,Feb-2019,Current,debt_consolidation,505.44,Jun-2019,126.85,Jul-2019,Jun-2019,1
9275,36 months,26.31%,E,NA,n/a,45565,Jan-2019,Current,vacation,1862.59,Jun-2019,375.23,Jul-2019,Jun-2019,1
28000,36 months,6.46%,A,Loader,2 years,5e4,Jan-2019,Current,debt_consolidation,4278.3,Jun-2019,857.67,Jul-2019,Jun-2019,1
15000,36 months,7.02%,A,Teacher,10+ years,6e4,Jan-2019,Current,debt_consolidation,2287.25,Jun-2019,463.3,Jul-2019,Jun-2019,1
25000,36 months,17.97%,D,GM,3 years,103e3,Mar-2019,Current,credit_card,3660.4,Jun-2019,903.44,Jul-2019,Jun-2019,1
23000,60 months,13.08%,B,Floor Investigator,10+ years,46941,Mar-2019,Current,credit_card,1556.1,Jun-2019,524.27,Jul-2019,Jun-2019,1
10000,36 months,8.19%,A,Mobile Security Officer,9 years,36e3,Mar-2019,Current,other,938.2,Jun-2019,314.25,Jul-2019,Jun-2019,1
25000,36 months,16.40%,C,Sales Associate,10+ years,62e3,Mar-2019,Current,debt_consolidation,2628.86,Jun-2019,883.88,Jul-2019,Jun-2019,1
20000,36 months,15.57%,C,NA,< 1 year,45e3,Mar-2019,Fully Paid,small_business,20011.245,Mar-2019,20028.55,NA,Jun-2019,1
24000,60 months,8.19%,A,Customer service,10+ years,1e5,Mar-2019,Current,debt_consolidation,966.72,May-2019,488.82,Jul-2019,Jun-2019,1
1000,36 months,28.80%,D,Lead Pharmacy Tech/Buyer,10+ years,9e4,Mar-2019,Current,debt_consolidation,123.8,Jun-2019,41.8,Jul-2019,Jun-2019,1
10000,36 months,8.81%,A,Sr. Art Director,8 years,114e3,Feb-2019,Current,house,1270.94,Jun-2019,317.12,Jul-2019,Jun-2019,1
17000,36 months,20.00%,D,Tournament Manager,< 1 year,5e4,Mar-2019,Current,credit_card,1876.48,Jun-2019,631.79,Jul-2019,Jun-2019,1
14400,60 months,22.35%,D,Teacher,1 year,12e4,Feb-2019,Current,credit_card,1504.02,Jun-2019,400.59,Jul-2019,Jun-2019,1
12000,36 months,15.57%,C,NA,< 1 year,13e4,Mar-2019,Current,small_business,1247.67,Jun-2019,419.35,Jul-2019,Jun-2019,1
20000,60 months,13.56%,C,Behavioral Specialists,6 years,4e4,Feb-2019,Current,debt_consolidation,1457.79,May-2019,460.82,Jul-2019,Jun-2019,1
37200,60 months,8.19%,A,management specialist,6 years,81e3,Mar-2019,Current,debt_consolidation,2256.08,Jun-2019,757.67,Jul-2019,Jun-2019,1
10000,36 months,16.91%,C,Sales,4 years,5e4,Jan-2019,Current,debt_consolidation,1761.61,Jun-2019,356.08,Jul-2019,Jun-2019,1
2000,36 months,8.19%,A,Housekeeper,4 years,28e3,Mar-2019,Current,credit_card,187.64,Jun-2019,62.85,Jul-2019,Jun-2019,1
35750,60 months,10.33%,B,Team Lead,3 years,65e3,Jan-2019,Current,debt_consolidation,3806.48,Jun-2019,765.4,Jul-2019,Jun-2019,1
15000,36 months,25.00%,D,Dementia Educator,2 years,46e3,Mar-2019,Current,debt_consolidation,1171.97,Jun-2019,596.4,Jul-2019,Jun-2019,1
4500,36 months,20.00%,D,Executive assistant,2 years,33e3,Mar-2019,Current,debt_consolidation,491.72,Jun-2019,167.24,Jul-2019,Jun-2019,1
9000,36 months,15.02%,C,Truck driver,< 1 year,73e3,Jan-2019,Current,debt_consolidation,1552.89,Jun-2019,312.08,Jul-2019,Jun-2019,1
16000,36 months,6.46%,A,Management,10+ years,96e3,Jan-2019,Fully Paid,debt_consolidation,16328.1554673356,Jun-2019,4373.5,NA,May-2019,1
27000,36 months,7.56%,A,Loan officer,8 years,9e4,Jan-2019,Current,credit_card,4231.45,Jun-2019,840.62,Jul-2019,Jun-2019,1
26000,60 months,8.19%,A,Manager of Equine Therapy Program,< 1 year,75e3,Feb-2019,Current,credit_card,2094.58,Jun-2019,529.56,Jul-2019,Jun-2019,1
17000,36 months,10.33%,B,Sales Supervisor,5 years,72e3,Mar-2019,Current,debt_consolidation,1643.78,Jun-2019,551.18,Jul-2019,Jun-2019,1
10000,60 months,20.00%,D,NA,n/a,20232,Mar-2019,Current,debt_consolidation,772.6,Jun-2019,264.94,Jul-2019,Jun-2019,1
9950,36 months,8.81%,A,Manager,10+ years,72e3,Feb-2019,Current,credit_card,1257.25,May-2019,315.53,Jul-2019,Jun-2019,1
33000,60 months,16.14%,C,NA,< 1 year,75500,Jan-2019,Current,credit_card,3995.21,Jun-2019,804.96,Jul-2019,Jun-2019,1
6000,36 months,8.19%,A,NA,n/a,35e3,Jan-2019,Current,credit_card,935.93,Jun-2019,188.55,Jul-2019,Jun-2019,1
7200,36 months,7.02%,A,Continual Improvement Manager,4 years,105e3,Mar-2019,Current,other,664.36,Jun-2019,222.39,Jul-2019,Jun-2019,1
7500,36 months,7.02%,A,Sole Proprietor,2 years,3e4,Mar-2019,Current,credit_card,457.45,May-2019,231.65,Jul-2019,Jun-2019,1
5000,36 months,7.02%,A,Accounting Manager,10+ years,77500,Jan-2019,Current,debt_consolidation,770.25,Jun-2019,154.44,Jul-2019,Jun-2019,1
13000,36 months,6.46%,A,Parking and Transportation Manager,7 years,53300,Jan-2019,Current,credit_card,1588.18,Jun-2019,398.21,Jul-2019,Jun-2019,1
6000,36 months,10.72%,B,Rigger Supervisor,10+ years,115e3,Jan-2019,Current,debt_consolidation,971.05,Jun-2019,195.64,Jul-2019,Jun-2019,1
